0	0.64065
0.040654	0.4694
0.076025	0.21215
0.12718	0.40749
0.15351	0.51357
0.17928	0.6003
0.20581	0.63199
0.25795	0.55566
0.28207	0.5403
0.3095	0.58899
0.33518	0.69146
0.3662	0.75792
0.41621	0.61646
0.46529	0.54887
0.49107	0.49397
0.51781	0.48224
0.54281	0.49817
0.56871	0.45331
0.59437	0.44445
0.62078	0.41326
0.65011	0.41109
0.67613	0.56059
0.72462	0.60308
0.75086	0.62477
0.77653	0.6326
0.8133	0.59261
0.83074	0.57413
0.85461	0.61175
0.90733	0.5673
0.93394	0.50462
0.96067	0.52231
0.98587	0.5304
1.011	0.51911
1.0392	0.54786
1.0684	0.57523
1.0894	0.49126
1.1195	0.45939
1.17	0.48981
1.1938	0.51951
1.2188	0.57085
1.299	0.49315
1.404	0.39547
1.4268	0.35236
1.4537	0.27349
1.4831	0.21087
1.54	0.22223
1.5569	0.21635
1.6102	0.3355
1.6337	0.33525
1.6613	0.30717
1.6863	0.28232
1.714	0.23098
1.7384	0.15288
1.764	0.11635
1.7901	0.1146
1.8425	0.12458
1.8689	0.13436
1.8947	0.14185
1.9209	0.1325
1.9495	0.11924
1.9735	0.13313
1.9989	0.13909
2.0244	0.15612
2.0497	0.16504
2.0772	0.17696
2.1032	0.15854
2.131	0.17542
2.1556	0.15436
2.2078	0.14085
2.2322	0.19011
2.2584	0.21791
2.2859	0.27085
2.3153	0.28174
2.3664	0.30186
2.3881	0.28364
2.4146	0.30236
2.4406	0.34255
2.4686	0.32487
2.5188	0.44292
2.5708	0.43556
2.5996	0.44733
2.6222	0.48545
2.6485	0.46002
2.6742	0.47487
2.6996	0.50175
2.7258	0.4103
2.7523	0.3251
2.7792	0.33934
2.8038	0.28353
2.8327	0.29247
2.8568	0.39826
2.8867	0.47696
2.9234	0.48937
2.9601	0.64686
2.9854	0.60215
3.0112	0.56822
3.0389	0.51258
3.0662	0.52386
3.09	0.48293
3.1169	0.58895
3.1407	0.62588
3.1662	0.76518
3.193	0.79759
3.219	0.89789
3.2448	0.86848
3.2713	0.94564
3.2992	0.94577
3.3235	0.96859
3.3496	0.96788
3.3758	0.98043
3.4281	0.98228
3.455	0.97165
3.4861	0.95252
3.5067	0.96863
3.5328	0.96517
3.5588	0.95717
3.584	0.95773
3.6099	0.9672
3.6382	0.94947
3.6666	0.95148
3.6877	0.95033
3.7173	0.94511
3.7398	0.94724
3.7658	0.94784
3.7936	0.93842
3.8184	0.94307
3.8436	0.94854
3.8697	0.95758
3.8958	0.94711
3.9214	0.96055
3.9478	0.96448
3.9744	0.96669
4.0256	1
4.0511	0.98953
4.077	0.97843
4.104	0.98141
4.1825	0.95968
4.2403	0.94701
4.2594	0.95267
4.2863	0.95226
4.316	0.92948
4.3375	0.93891
4.3637	0.94952
4.3913	0.93011
4.4157	0.93416
4.4427	0.90326
4.4933	0.88542
4.5178	0.90805
4.5489	0.91526
4.5708	0.95513
4.5963	0.94845
4.6221	0.95548
4.6487	0.93709
4.675	0.94238
4.6994	0.83285
4.7514	0.82811
4.7776	0.85564
4.8033	0.85343
4.8304	0.94542
4.8558	0.9419
4.9083	0.93785
4.9323	0.94933
4.9595	0.95242
4.9851	0.93486
5.0115	0.92052
5.0669	0.73533
5.0883	0.59777
5.1153	0.48385
5.1405	0.39762
5.1695	0.35987
5.1925	0.46269
5.2185	0.59465
5.2445	0.73386
5.2705	0.85626
5.2966	0.92263
5.3231	0.95104
5.3486	0.94676
5.374	0.95245
5.3998	0.94845
5.4258	0.98438
5.4517	0.95663
5.4774	0.96066
5.5033	0.96323
5.5294	0.96148
5.5542	0.94935
5.5811	0.94239
5.6066	0.94714
5.6587	0.95353
5.685	0.97181
5.7106	0.97801
5.7367	0.97518
5.7677	0.97071
5.8172	0.95641
5.8659	0.92658
5.8938	0.92398
5.9186	0.94499
5.9695	0.9486
5.9983	0.97599
6.0214	0.99132
6.0496	0.97473
6.0743	0.96874
6.0998	0.96162
6.1253	0.96718
6.1523	0.95473
6.1789	0.93146
6.2049	0.92528
6.2583	0.90766
6.2825	0.91593
6.3094	0.94865
6.3351	0.92986
6.3603	0.93738
6.4158	0.94786
6.4381	0.92887
6.4666	0.96242
6.4915	0.96028
6.5156	0.95911
6.5419	0.9534
6.5673	0.96113
6.6195	0.96572
6.6489	0.96865
6.6734	0.97504
6.6988	0.90506
6.7229	0.90382
6.749	0.90034
6.7744	0.82552
6.7996	0.81826
6.8259	0.90268
6.8774	0.90241
6.9033	0.9763
6.9329	0.98873
6.9561	0.96303
6.9815	0.95595
7.007	0.93536
7.0334	0.94226
7.0605	0.93644
7.0848	0.92464
7.1113	0.94119
7.1375	0.94315
7.1671	0.92795
7.1891	0.93696
7.2158	0.95881
7.2437	0.95778
7.2675	0.96614
7.2931	0.97165
7.3184	0.96175
7.3445	0.96259
7.3699	0.96661
7.399	0.95896
7.4735	0.95532
7.5261	0.95264
7.5513	0.9401
7.6033	0.93107
7.6326	0.9436
7.6551	0.93597
7.6814	0.92283
7.708	0.92746
7.7338	0.93346
7.7599	0.92061
7.8151	0.9458
7.8388	0.93762
7.8665	0.91837
7.8907	0.92768
7.9174	0.91484
7.9399	0.93289
7.9669	0.94481
7.9944	0.95239
8.0188	0.87947
8.0446	0.72068
8.0712	0.49145
8.0967	0.30826
8.1232	0.17482
8.1507	0.12433
8.1755	0.11208
8.2276	0.10861
8.2535	0.11745
8.2806	0.12165
8.3064	0.12595
8.3583	0.12666
8.3836	0.11314
8.4111	0.1012
8.4362	0.089563
8.463	0.11124
8.5139	0.09941
8.5402	0.10563
8.568	0.11562
8.5918	0.10802
8.6197	0.13213
8.6443	0.13683
8.6696	0.14489
8.6974	0.14961
8.7216	0.13587
8.7479	0.13177
8.7731	0.1437
8.8089	0.11342
8.8348	0.10777
8.8538	0.12491
8.8772	0.11285
8.9037	0.088097
8.9309	0.12264
8.9575	0.13357
8.9841	0.14345
9.0053	0.16524
9.0315	0.18938
9.1086	0.189
9.1345	0.20122
9.1608	0.20742
9.2911	0.1876
9.3692	0.2064
9.4212	0.2079
9.4492	0.22016
9.4729	0.2101
9.5001	0.19941
9.5261	0.21905
9.5765	0.22058
9.6023	0.2336
9.6272	0.22898
9.6552	0.20999
9.6834	0.21616
9.7089	0.20757
9.7331	0.2061
9.7846	0.2063
9.811	0.20038
9.8372	0.19774
9.8667	0.18275
9.8881	0.18062
9.9154	0.17624
9.9457	0.18728
9.9671	0.18634
9.9924	0.18688
10.018	0.18054
10.044	0.18774
10.07	0.16671
10.096	0.16009
10.123	0.16928
10.173	0.17246
10.227	0.16832
10.252	0.15713
10.304	0.13432
10.332	0.12641
10.355	0.1221
10.382	0.12434
10.407	0.1379
10.46	0.17247
10.486	0.17382
10.512	0.17229
10.538	0.14704
10.566	0.13936
10.59	0.13249
10.615	0.12984
10.641	0.13555
10.699	0.14982
10.72	0.15475
10.746	0.16288
10.772	0.14727
10.798	0.14931
10.824	0.15729
10.852	0.15039
10.877	0.15175
10.901	0.16474
10.928	0.1535
10.953	0.14375
10.979	0.14038
11.005	0.13049
11.031	0.12419
11.056	0.12006
11.083	0.11747
11.109	0.1231
11.137	0.11156
11.161	0.11004
11.188	0.12098
11.216	0.11837
11.239	0.10602
11.266	0.11482
11.294	0.11436
11.318	0.10432
11.343	0.11949
11.37	0.12438
11.421	0.1214
11.448	0.13192
11.475	0.12642
11.525	0.11545
11.577	0.12368
11.603	0.1279
11.63	0.13429
11.655	0.15036
11.684	0.16309
11.734	0.16226
11.76	0.16302
11.811	0.13327
11.837	0.11068
