0	0.41762
0.028472	0.39033
0.052373	0.39039
0.077857	0.352
0.10399	0.3336
0.13	0.32563
0.15581	0.35488
0.18322	0.32788
0.20842	0.32486
0.23463	0.31255
0.26049	0.33235
0.286	0.26643
0.31221	0.24284
0.33893	0.21674
0.36247	0.24884
0.39005	0.24037
0.41545	0.24915
0.44087	0.25136
0.46758	0.26843
0.49343	0.23999
0.5189	0.23396
0.54485	0.26149
0.57199	0.28741
0.60019	0.3504
0.62393	0.3461
0.64921	0.37371
0.69997	0.41119
0.72524	0.38158
0.75352	0.39601
0.77866	0.40712
0.82856	0.31727
0.85497	0.29284
0.88078	0.28794
0.907	0.26435
0.95847	0.29539
0.98418	0.28606
1.0102	0.293
1.0366	0.28888
1.0629	0.27215
1.1145	0.25583
1.1398	0.24174
1.1652	0.2652
1.1931	0.27986
1.2167	0.28157
1.2684	0.28036
1.295	0.26563
1.3239	0.24514
1.3473	0.25563
1.3728	0.23428
1.3988	0.24647
1.4246	0.26774
1.45	0.33419
1.4761	0.38274
1.5041	0.4502
1.5293	0.4585
1.5539	0.41742
1.5791	0.33896
1.6053	0.2839
1.6313	0.2299
1.658	0.21161
1.6847	0.28909
1.7357	0.44177
1.7626	0.53315
1.7967	0.61435
1.8138	0.62858
1.8397	0.64227
1.8656	0.65885
1.8928	0.67414
1.9176	0.67572
1.9438	0.67226
1.9701	0.68101
1.9963	0.67282
2.022	0.65457
2.0738	0.65759
2.1001	0.64929
2.1263	0.65694
2.1521	0.65182
2.1783	0.62161
2.2041	0.61414
2.2309	0.61978
2.2567	0.61953
2.284	0.6374
2.3343	0.66399
2.3602	0.63404
2.3868	0.60051
2.4111	0.53325
2.438	0.4741
2.4661	0.43235
2.4903	0.3672
2.516	0.35234
2.5444	0.38834
2.5683	0.43445
2.6196	0.47481
2.6455	0.51184
2.6727	0.5248
2.6974	0.52766
2.7235	0.53913
2.7497	0.48874
2.7745	0.40714
2.7999	0.33183
2.8261	0.29237
2.8526	0.28191
2.8785	0.32007
2.9042	0.41304
2.9303	0.47428
2.9576	0.48793
2.982	0.50777
3.0088	0.47634
3.0361	0.42899
3.0602	0.43168
3.087	0.36131
3.1386	0.2777
3.1655	0.24345
3.1913	0.19658
3.2183	0.2602
3.2433	0.28255
3.2691	0.31173
3.2952	0.3393
3.3197	0.33938
3.3467	0.36358
3.3726	0.37129
3.3979	0.37895
3.4237	0.31757
3.4514	0.30749
3.4763	0.24606
3.5279	0.22942
3.5539	0.264
3.5793	0.27852
3.6075	0.32188
3.6329	0.31147
3.6839	0.26477
3.7094	0.25673
3.7351	0.21433
3.7621	0.21824
3.7873	0.23713
3.8142	0.26581
3.84	0.28535
3.8656	0.29102
3.8937	0.28434
3.9179	0.29058
3.9442	0.30677
3.9696	0.26614
3.996	0.27058
4.0227	0.28462
4.0499	0.27264
4.0736	0.24901
4.0998	0.25974
4.1275	0.26206
4.1776	0.27549
4.2035	0.30566
4.2315	0.31491
4.2825	0.46869
4.3073	0.53259
4.3339	0.5294
4.3591	0.57484
4.3859	0.54142
4.437	0.42134
4.4625	0.42707
4.4894	0.37481
4.5155	0.3897
4.541	0.41232
4.5671	0.43702
4.5933	0.38782
4.6192	0.42709
4.6451	0.37491
4.67	0.40909
4.6965	0.33247
4.7224	0.34843
4.8009	0.3638
4.8269	0.43673
4.8516	0.45036
4.8784	0.45277
4.9042	0.40684
4.9304	0.40648
4.9575	0.29281
4.9833	0.2629
5.0345	0.15723
5.0605	0.11467
5.0861	0.12024
5.113	0.1005
5.1667	0.12937
5.1911	0.13694
5.2176	0.16828
5.2427	0.16838
5.2691	0.1715
5.3338	0.19487
5.3726	0.19317
5.4104	0.16354
5.4293	0.1537
5.4508	0.16068
5.5005	0.15724
5.5287	0.14739
5.5546	0.12248
5.5808	0.11759
5.6088	0.12148
5.7056	0.14821
5.7297	0.14778
5.7639	0.14099
5.7893	0.15876
5.8148	0.17091
5.8455	0.1718
5.8677	0.19573
5.8943	0.19885
5.9199	0.20619
5.9452	0.20812
5.9738	0.20733
5.9982	0.18862
6.0244	0.18768
6.0507	0.16228
6.0757	0.15403
6.1019	0.13698
6.128	0.11988
6.1543	0.11324
6.1806	0.091612
6.2064	0.11846
6.2329	0.12669
6.2843	0.13093
6.311	0.15788
6.3629	0.13096
6.3897	0.1433
6.4153	0.17351
6.4422	0.16869
6.4685	0.17297
6.5193	0.16735
6.5447	0.15358
6.5722	0.13791
6.5987	0.13161
6.6252	0.10179
